T0055,Hóa hữu cơ,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
T0056,Mô phôi,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
3GD220,GD nâng cao SK,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
3GP321,Giải phẫu 2,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
3HS541,Hóa sinh,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
3KS321,Ký sinh trùng,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
3ML330,Tư tưởng Hồ Chí Minh,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
3SL651,Sinh lý học,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
3VS321,Vi sinh,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
YCT002,Lý luận cơ bản y học phương Đông 1,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
CT1,Sinh lý bệnh - Miễn dịch,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
CT2,Sức khỏe môi trường-bệnh nghề nghiệp,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
DL310,Dược lý,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
GP310,Giải phẫu bệnh,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
T0046,DD-VSATTP,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
T0047,Dịch tễ học,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
YCT006,LT.Thuốc YHCT - Phương tễ 1,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
YCT007,TT.Thuốc YHCT - Phương tễ 1,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
YCT008,LT.Lý luận cơ bản y học phương Đông 2,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
YCT009,TT.Lý luận cơ bản y học phương Đông 2,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
CHC101,TT. Các hình thức châm cứu 1,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
CHC120,LT. Các hình thức châm cứu 1,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
DD041,LT. Phục hồi chức năng,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
DD042,TT. Phục hồi chức năng,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
DSQG020,Các vấn đề DS-BVSKBMTR-SKSS-CTYTQG,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
LBP010,LT. Lao và bệnh phổi,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
LBP301,TT.Lao và bệnh phổi,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
NBH102,TT. Nội cơ sở và bệnh học 1,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
NCS120,LT. Nội cơ sở và bệnh học 1,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
NGM101,"TT. Ngoại cơ sở và bệnh học, chấn thương 1",Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
NGM120,"LT. Ngoại cơ sở và bệnh học, chấn thương 1",Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
PS002,TT. Phụ sản,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
PS030,LT. Phụ sản,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
TCBH2,Tổ chức y tế - BHYT,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
TNH010,LT. Truyền nhiễm,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
TNH401,TT.Truyền nhiễm,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
TTCD03,Thực tập cộng đồng,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
DL201,TT.Da liễu,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
DL210,Da liễu,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
N6,Chẩn đoán hình ảnh,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
NCKH02,Phương pháp nghiên cứu khoa học,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
TK201,TT.Thần kinh,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
TK210,LT.Thần kinh,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
YCT012,LT.Thuốc YHCT - Phương tễ 2,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
YCT013,TT. Thuốc YHCT - Phương tễ 2,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
YCT014,LT. Tâm thần,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
YCT015,LT. Nội cơ sở và bệnh học 2,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
YCT016,TT. Nội cơ sở và bệnh học 2,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
YCT017,"LT. Ngoại cơ sở và bệnh học, chấn thương 2",Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
YCT018,"TT. Ngoại cơ sở và bệnh học, chấn thương 2",Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
YCT021,LT. Các phương pháp chữa bệnh không dùng thuốc,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
YCT022,TT. Các phương pháp chữa bệnh không dùng thuốc,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
YCT023,LT. Các hình thức châm cứu 2,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
YCT024,TT. Các hình thức châm cứu 2,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
YHGD1,Y học gia đình,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
YY180,TT.Tâm thần,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
YY180,TT.Tâm thần,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2013 (27). Mô hình đào tạo: Niên chế.
H4,Xác suất thống kê,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2014 (28). Mô hình đào tạo: Niên chế.
H5,Vật lý đại cương - Lý sinh,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2014 (28). Mô hình đào tạo: Niên chế.
ML310,Những nguyên lý cơ bản của chủ nghĩa Mác-Lênin 1,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2014 (28). Mô hình đào tạo: Niên chế.
T0006,Hoá đại cương và vô cơ,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2014 (28). Mô hình đào tạo: Niên chế.
T0011,Ngoại ngữ 1,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2014 (28). Mô hình đào tạo: Niên chế.
T0015,Sinh học đại cương,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2014 (28). Mô hình đào tạo: Niên chế.
T0019,Tin học,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2014 (28). Mô hình đào tạo: Niên chế.
TV550,Ngoại ngữ 1,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2014 (28). Mô hình đào tạo: Niên chế.
ML002,Những nguyên lý cơ bản của chủ nghĩa Mác-Lênin 2,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2014 (28). Mô hình đào tạo: Niên chế.
NNC050,Ngoại ngữ chuyên ngành,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2014 (28). Mô hình đào tạo: Niên chế.
T0044,Điều dưỡng cơ bản,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2014 (28). Mô hình đào tạo: Niên chế.
T0052,Tâm lý học,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2014 (28). Mô hình đào tạo: Niên chế.
T0053,Giải phẫu 1,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2014 (28). Mô hình đào tạo: Niên chế.
T0054,Di truyền học,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2014 (28). Mô hình đào tạo: Niên chế.
T0055,Hóa hữu cơ,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2014 (28). Mô hình đào tạo: Niên chế.
T0056,Mô phôi,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2014 (28). Mô hình đào tạo: Niên chế.
YCT002,Lý luận cơ bản y học phương Đông 1,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2014 (28). Mô hình đào tạo: Niên chế.
3GD220,GD nâng cao SK,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2014 (28). Mô hình đào tạo: Niên chế.
3GP321,Giải phẫu 2,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2014 (28). Mô hình đào tạo: Niên chế.
3HS541,Hóa sinh,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2014 (28). Mô hình đào tạo: Niên chế.
3KS321,Ký sinh trùng,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2014 (28). Mô hình đào tạo: Niên chế.
3ML330,Tư tưởng Hồ Chí Minh,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2014 (28). Mô hình đào tạo: Niên chế.
3SL651,Sinh lý học,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2014 (28). Mô hình đào tạo: Niên chế.
3VS321,Vi sinh,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2014 (28). Mô hình đào tạo: Niên chế.
YCT008,LT.Lý luận cơ bản y học phương Đông 2,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2014 (28). Mô hình đào tạo: Niên chế.
YCT009,TT.Lý luận cơ bản y học phương Đông 2,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2014 (28). Mô hình đào tạo: Niên chế.
CHC101,TT. Các hình thức châm cứu 1,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2014 (28). Mô hình đào tạo: Niên chế.
CHC120,LT. Các hình thức châm cứu 1,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2014 (28). Mô hình đào tạo: Niên chế.
CT1,Sinh lý bệnh - Miễn dịch,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2014 (28). Mô hình đào tạo: Niên chế.
CT2,Sức khỏe môi trường-bệnh nghề nghiệp,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2014 (28). Mô hình đào tạo: Niên chế.
DL310,Dược lý,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2014 (28). Mô hình đào tạo: Niên chế.
GP310,Giải phẫu bệnh,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2014 (28). Mô hình đào tạo: Niên chế.
T0046,DD-VSATTP,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2014 (28). Mô hình đào tạo: Niên chế.
T0047,Dịch tễ học,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2014 (28). Mô hình đào tạo: Niên chế.
YCT006,LT.Thuốc YHCT - Phương tễ 1,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2014 (28). Mô hình đào tạo: Niên chế.
YCT007,TT.Thuốc YHCT - Phương tễ 1,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2014 (28). Mô hình đào tạo: Niên chế.
YCT007,TT.Thuốc YHCT - Phương tễ 1,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2014 (28). Mô hình đào tạo: Niên chế.
H4,Xác suất thống kê,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2015 (29). Mô hình đào tạo: Niên chế.
H5,Vật lý đại cương - Lý sinh,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2015 (29). Mô hình đào tạo: Niên chế.
ML310,Những nguyên lý cơ bản của chủ nghĩa Mác-Lênin 1,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2015 (29). Mô hình đào tạo: Niên chế.
T0006,Hoá đại cương và vô cơ,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2015 (29). Mô hình đào tạo: Niên chế.
T0011,Ngoại ngữ 1,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2015 (29). Mô hình đào tạo: Niên chế.
T0015,Sinh học đại cương,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2015 (29). Mô hình đào tạo: Niên chế.
T0019,Tin học,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2015 (29). Mô hình đào tạo: Niên chế.
TV550,Ngoại ngữ 1,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2015 (29). Mô hình đào tạo: Niên chế.
ML002,Những nguyên lý cơ bản của chủ nghĩa Mác-Lênin 2,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2015 (29). Mô hình đào tạo: Niên chế.
NNC050,Ngoại ngữ chuyên ngành,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2015 (29). Mô hình đào tạo: Niên chế.
T0044,Điều dưỡng cơ bản,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2015 (29). Mô hình đào tạo: Niên chế.
T0052,Tâm lý học,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2015 (29). Mô hình đào tạo: Niên chế.
T0053,Giải phẫu 1,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2015 (29). Mô hình đào tạo: Niên chế.
T0054,Di truyền học,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2015 (29). Mô hình đào tạo: Niên chế.
T0055,Hóa hữu cơ,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2015 (29). Mô hình đào tạo: Niên chế.
T0056,Mô phôi,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2015 (29). Mô hình đào tạo: Niên chế.
YCT002,Lý luận cơ bản y học phương Đông 1,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2015 (29). Mô hình đào tạo: Niên chế.
3GD220,GD nâng cao SK,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2015 (29). Mô hình đào tạo: Niên chế.
3GP321,Giải phẫu 2,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2015 (29). Mô hình đào tạo: Niên chế.
3HS541,Hóa sinh,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2015 (29). Mô hình đào tạo: Niên chế.
3KS321,Ký sinh trùng,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2015 (29). Mô hình đào tạo: Niên chế.
3ML330,Tư tưởng Hồ Chí Minh,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2015 (29). Mô hình đào tạo: Niên chế.
3SL651,Sinh lý học,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2015 (29). Mô hình đào tạo: Niên chế.
3VS321,Vi sinh,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2015 (29). Mô hình đào tạo: Niên chế.
YCT008,LT.Lý luận cơ bản y học phương Đông 2,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2015 (29). Mô hình đào tạo: Niên chế.
YCT009,TT.Lý luận cơ bản y học phương Đông 2,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2015 (29). Mô hình đào tạo: Niên chế.
CT1,Sinh lý bệnh - Miễn dịch,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2015 (29). Mô hình đào tạo: Niên chế.
CT2,Sức khỏe môi trường-bệnh nghề nghiệp,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2015 (29). Mô hình đào tạo: Niên chế.
DL310,Dược lý,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2015 (29). Mô hình đào tạo: Niên chế.
GP310,Giải phẫu bệnh,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2015 (29). Mô hình đào tạo: Niên chế.
T0046,DD-VSATTP,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2015 (29). Mô hình đào tạo: Niên chế.
T0047,Dịch tễ học,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2015 (29). Mô hình đào tạo: Niên chế.
YCT006,LT.Thuốc YHCT - Phương tễ 1,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2015 (29). Mô hình đào tạo: Niên chế.
YCT007,TT.Thuốc YHCT - Phương tễ 1,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2015 (29). Mô hình đào tạo: Niên chế.
YCT007,TT.Thuốc YHCT - Phương tễ 1,Hệ: Đại học liên thông (DCT). Ngành: Y học cổ truyền (18). Khóa học: 2015 (29). Mô hình đào tạo: Niên chế.
CTY25,Nhi khoa & BVSK bà mẹ-trẻ em,Hệ: Đại học liên thông (DCT). Ngành: Y đa khoa (4 năm) (28). Khóa học: 1996 (10). Mô hình đào tạo: Niên chế.
CTY27,Bệnh nhiệt đới,Hệ: Đại học liên thông (DCT). Ngành: Y đa khoa (4 năm) (28). Khóa học: 1996 (10). Mô hình đào tạo: Niên chế.
CTY30,Điều trị nội khoa,Hệ: Đại học liên thông (DCT). Ngành: Y đa khoa (4 năm) (28). Khóa học: 1996 (10). Mô hình đào tạo: Niên chế.
CTY34,Bệnh thần kinh,Hệ: Đại học liên thông (DCT). Ngành: Y đa khoa (4 năm) (28). Khóa học: 1996 (10). Mô hình đào tạo: Niên chế.
CTY35,Bệnh tâm thần,Hệ: Đại học liên thông (DCT). Ngành: Y đa khoa (4 năm) (28). Khóa học: 1996 (10). Mô hình đào tạo: Niên chế.
CTY36,Tai-Mũi-Họng,Hệ: Đại học liên thông (DCT). Ngành: Y đa khoa (4 năm) (28). Khóa học: 1996 (10). Mô hình đào tạo: Niên chế.
CTY37,Răng hàm mặt,Hệ: Đại học liên thông (DCT). Ngành: Y đa khoa (4 năm) (28). Khóa học: 1996 (10). Mô hình đào tạo: Niên chế.
CTY38,Mắt,Hệ: Đại học liên thông (DCT). Ngành: Y đa khoa (4 năm) (28). Khóa học: 1996 (10). Mô hình đào tạo: Niên chế.
CTY39,Da liễu,Hệ: Đại học liên thông (DCT). Ngành: Y đa khoa (4 năm) (28). Khóa học: 1996 (10). Mô hình đào tạo: Niên chế.
CTY40,LT.Lao,Hệ: Đại học liên thông (DCT). Ngành: Y đa khoa (4 năm) (28). Khóa học: 1996 (10). Mô hình đào tạo: Niên chế.
CTY58,Thực tế cộng đồng 3,Hệ: Đại học liên thông (DCT). Ngành: Y đa khoa (4 năm) (28). Khóa học: 1996 (10). Mô hình đào tạo: Niên chế.
CTY60,LS.Nhiễm,Hệ: Đại học liên thông (DCT). Ngành: Y đa khoa (4 năm) (28). Khóa học: 1996 (10). Mô hình đào tạo: Niên chế.
CTY61,LS.Thần kinh,Hệ: Đại học liên thông (DCT). Ngành: Y đa khoa (4 năm) (28). Khóa học: 1996 (10). Mô hình đào tạo: Niên chế.
CTY62,LS.Tâm thần,Hệ: Đại học liên thông (DCT). Ngành: Y đa khoa (4 năm) (28). Khóa học: 1996 (10). Mô hình đào tạo: Niên chế.
CTY63,LS.Tai-Mũi-Họng,Hệ: Đại học liên thông (DCT). Ngành: Y đa khoa (4 năm) (28). Khóa học: 1996 (10). Mô hình đào tạo: Niên chế.
CTY64,LS.Răng-Hàm-Mặt,Hệ: Đại học liên thông (DCT). Ngành: Y đa khoa (4 năm) (28). Khóa học: 1996 (10). Mô hình đào tạo: Niên chế.
CTY70,LS.Da liễu,Hệ: Đại học liên thông (DCT). Ngành: Y đa khoa (4 năm) (28). Khóa học: 1996 (10). Mô hình đào tạo: Niên chế.
CTY71,TT.Lao,Hệ: Đại học liên thông (DCT). Ngành: Y đa khoa (4 năm) (28). Khóa học: 1996 (10). Mô hình đào tạo: Niên chế.
CTY72,LS.Mắt,Hệ: Đại học liên thông (DCT). Ngành: Y đa khoa (4 năm) (28). Khóa học: 1996 (10). Mô hình đào tạo: Niên chế.
CTY22,Giáo dục sức khỏe,Hệ: Đại học liên thông (DCT). Ngành: Y đa khoa (4 năm) (28). Khóa học: 1996 (10). Mô hình đào tạo: Niên chế.
